from,to,weight
0,16,0
16,1,0
10,17,0
17,3,0
0,18,0
18,6,0
1,19,0
19,4,0
1,20,0
20,7,0
2,21,0
21,4,0
2,22,0
22,5,0
6,23,0
23,9,0
10,24,0
24,11,0
7,25,0
25,8,0
9,26,0
26,11,0
8,27,0
27,9,0
8,28,0
28,13,0
7,29,0
29,12,0
6,30,0
30,14,0
0,31,0
31,15,0
