from,to,weight
0,10,0
10,8,0
1,11,0
11,2,0
4,12,0
12,6,0
5,13,0
13,7,0
3,14,0
14,2,0
9,15,0
15,0,0
9,16,0
16,1,0
9,17,0
17,4,0
9,18,0
18,5,0
