id,mass,length
0,12.0107,0
1,15.9994,0
2,15.9994,0
3,12.0107,0
4,12.0107,0
5,12.0107,0
6,12.0107,0
7,12.0107,0
8,12.0107,0
9,12.0107,0
10,12.0107,0
11,63.546,0
12,12.0107,0
13,12.0107,0
14,12.0107,0
15,12.0107,0
16,12.0107,0
17,12.0107,0
18,12.0107,0
19,12.0107,0
20,12.0107,0
21,12.0107,0
22,12.0107,0
23,12.0107,0
24,12.0107,0
25,12.0107,0
26,12.0107,0
27,12.0107,0
28,12.0107,0
29,12.0107,0
30,12.0107,0
31,12.0107,0
32,12.0107,0
33,12.0107,0
34,12.0107,0
35,12.0107,0
36,12.0107,0
37,12.0107,0
38,12.0107,0
39,12.0107,0
40,14.00674,0
41,14.00674,0
42,14.00674,0
43,14.00674,0
44,15.9994,0
45,15.9994,0
46,15.9994,0
47,15.9994,0
48,15.9994,0
49,15.9994,0
50,12.0107,0
51,12.0107,0
52,12.0107,0
53,12.0107,0
54,12.0107,0
55,12.0107,0
56,12.0107,0
57,1.00794,0
58,1.00794,0
59,1.00794,0
60,1.00794,0
61,1.00794,0
62,1.00794,0
63,1.00794,0
64,1.00794,0
65,1.00794,0
66,1.00794,0
67,1.00794,0
68,1.00794,0
69,1.00794,0
70,1.00794,0
71,1.00794,0
72,1.00794,0
73,1.00794,0
74,1.00794,0
75,1.00794,0
76,1.00794,0
77,1.00794,0
78,1.00794,0
79,1.00794,0
80,1.00794,0
81,1.00794,0
82,1.00794,0
83,1.00794,0
84,1.00794,0
85,1.00794,0
86,1.00794,0
87,1.00794,0
88,1.00794,0
89,1.00794,0
90,1.00794,0
91,1.00794,0
92,1.00794,0
93,1.00794,0
94,1.00794,0
95,1.00794,0
96,1.00794,0
97,1.00794,0
98,1.00794,0
99,1.00794,0
100,1.00794,0
101,1.00794,0
102,1.00794,0
103,1.00794,0
104,1.00794,0
105,1.00794,0
106,1.00794,0
107,0,1.52871547058306
108,0,1.26046627086963
109,0,1.25102756564354
110,0,1.5302575142766
111,0,1.54403460129623
112,0,1.53381915818
113,0,1.54517233343081
114,0,1.53365448846864
115,0,1.53039687009612
116,0,1.53365448846864
117,0,1.53664022464596
118,0,1.53041551547284
119,0,1.52326246589352
120,0,1.53946037623578
121,0,1.5298179172699
122,0,1.53946037623578
123,0,1.5298179172699
124,0,1.53664022464596
125,0,1.52875001553557
126,0,1.52326246589352
127,0,1.53041551547284
128,0,1.52875001553557
129,0,1.53039687009612
130,0,1.52871547058306
131,0,1.54517233343081
132,0,1.36964752400024
133,0,1.34437947395815
134,0,1.53381915818
135,0,1.36964752400024
136,0,1.34437947395815
137,0,1.54403460129623
138,0,1.38475075735672
139,0,1.5302575142766
140,0,1.38475075735672
141,0,1.3745333790054
142,0,1.3859309434456
143,0,1.3745333790054
144,0,1.3859309434456
145,0,1.25102756564354
146,0,1.37313368977678
147,0,1.26046627086963
148,0,1.37313368977678
149,0,1.33540091358363
150,0,1.52342998854558
151,0,1.34780382103628
152,0,1.52342998854558
153,0,1.34780382103628
154,0,1.54057479532803
155,0,1.41177583560564
156,0,1.38213794535857
157,0,1.54057479532803
158,0,1.41177583560564
159,0,1.38213794535857
160,0,1.37474731496374
161,0,1.34573805029062
162,0,1.37474731496374
163,0,1.34573805029062
164,0,1.3892945835927
165,0,1.33540091358363
166,0,1.3892945835927
167,0,1.37823250941196
168,0,1.37823250941196
169,0,2.01136157366099
170,0,2.01136157366099
171,0,2.01555231388322
172,0,2.01555231388322
173,0,0.848994870420311
174,0,0.848994870420311
175,0,0.930494513686137
176,0,0.930085657345602
177,0,0.930085657345602
178,0,0.929330221180824
179,0,0.929330221180824
180,0,0.929999494623519
181,0,0.929751224790804
182,0,0.929999494623519
183,0,0.930375203882821
184,0,0.930375203882821
185,0,0.929751224790804
186,0,0.930671123437275
187,0,0.930671123437275
188,0,0.970340203227713
189,0,0.97015913643072
190,0,0.970797064272446
191,0,0.969319807906555
192,0,0.970592957938599
193,0,0.978848333502183
194,0,0.969674321615253
195,0,0.971494441569276
196,0,0.978848333502183
197,0,0.969874842441023
198,0,0.969290616894644
199,0,0.969158139830647
200,0,0.979875553322971
201,0,0.969290616894644
202,0,0.979875553322971
203,0,0.969874842441023
204,0,0.971494441569276
205,0,0.969158139830647
206,0,0.970592957938599
207,0,0.969674321615253
208,0,0.969319807906555
209,0,0.980160655198932
210,0,0.970797064272446
211,0,0.844231852040658
212,0,0.980160655198932
213,0,0.969288997152036
214,0,0.970458252579677
215,0,0.969288997152036
216,0,0.970458252579677
217,0,0.97015913643072
218,0,0.970340203227713
219,0,0.844231852040658
220,0,0.93061935290429
221,0,0.930494513686137
222,0,0.93061935290429
