from,to,weight
0,15,0
15,1,0
1,16,0
16,4,0
0,17,0
17,3,0
1,18,0
18,2,0
0,19,0
19,13,0
0,20,0
20,5,0
1,21,0
21,6,0
2,22,0
22,7,0
2,23,0
23,8,0
2,24,0
24,14,0
9,25,0
25,4,0
3,26,0
26,10,0
3,27,0
27,11,0
3,28,0
28,12,0
