id,mass,length
313,0,1.49052893631757
314,0,1.49881164593821
315,0,1.45311690169786
316,0,1.44636956204146
317,0,1.38133579552548
318,0,1.45447853542086
319,0,1.43916416714703
320,0,1.39476178969744
321,0,1.44709958883278
322,0,1.45447276014369
323,0,2.14023716676447
324,0,2.07227924276628
325,0,2.05788508182551
326,0,2.05681511565819
327,0,2.09424816342285
328,0,0.980578196779839
329,0,0.990993496446874
330,0,0.989186868089139
331,0,0.950102826014111
332,0,0.98967164756802
333,0,0.949027317836531
334,0,0.989198513949551
335,0,0.980096592178546
336,0,0.980915128846528
337,0,0.979219638283465
338,0,0.949489257443179
339,0,0.989633336140209
340,0,0.989093190756058
341,0,0.980873947049262
342,0,0.978455665832643
343,0,0.979738174207783
344,0,0.948785170626101
345,0,0.989774044921365
346,0,0.98982421166589
347,0,0.981110722599646
348,0,0.97899608272965
349,0,0.979009627123248
350,0,1.00070154391807
351,0,0.99117100946305
352,0,0.99000045454535
353,0,0.950625362590332
354,0,0.990650871901903
355,0,0.990068613783914
356,0,0.951511781324856
357,0,0.98978097072029
358,0,0.99033773027185
359,0,0.97957503030651
360,0,0.980207386219875
361,0,0.98008745017983
362,0,0.980147478698996
363,0,0.979368679303151
364,0,0.980235247274857
365,0,0.950792385329205
366,0,0.949928897339164
367,0,0.948993429903494
368,0,0.950802071937162
369,0,0.999691482408448
370,0,0.94948009984412
371,0,0.950460462091927
372,0,0.949490752982882
373,0,0.949894652053584
374,0,0.979911286801004
375,0,0.978875865470183
376,0,0.990261096883039
377,0,0.990613683531577
378,0,0.948730456979221
