from,to,weight
0,22,0
22,4,0
0,23,0
23,8,0
0,24,0
24,19,0
1,25,0
25,2,0
1,26,0
26,8,0
2,27,0
27,3,0
3,28,0
28,4,0
5,29,0
29,19,0
5,30,0
30,20,0
5,31,0
31,21,0
6,32,0
32,9,0
6,33,0
33,17,0
6,34,0
34,20,0
7,35,0
35,10,0
7,36,0
36,18,0
7,37,0
37,21,0
9,38,0
38,11,0
10,39,0
39,12,0
11,40,0
40,13,0
12,41,0
41,14,0
13,42,0
42,15,0
14,43,0
43,16,0
15,44,0
44,17,0
16,45,0
45,18,0
