id,mass,length
0,14.00674,0
1,15.9994,0
2,15.9994,0
3,15.9994,0
4,15.9994,0
5,35.4527,0
6,35.4527,0
7,15.9994,0
8,14.00674,0
9,14.00674,0
10,101.07,0
11,18.9984032,0
12,14.00674,0
13,14.00674,0
14,1.00794,0
15,1.00794,0
16,1.00794,0
17,1.00794,0
18,1.00794,0
19,1.00794,0
20,1.00794,0
21,1.00794,0
22,1.00794,0
23,1.00794,0
24,1.00794,0
25,1.00794,0
26,0,1.13709880397439
27,0,1.42915705924856
28,0,1.43756773057828
29,0,1.44765135650819
30,0,1.43136936882134
31,0,2.11275080641329
32,0,1.73615715878488
33,0,1.94378629483799
34,0,2.11068259338063
35,0,2.09314692508672
36,0,2.10203474995063
37,0,0.889343589396134
38,0,0.890363218018355
39,0,0.89037049591729
40,0,0.889178435411026
41,0,0.889996932578984
42,0,0.889526334629842
43,0,0.89039719788418
44,0,0.89053200391676
45,0,0.889803500779807
46,0,0.89045395164489
47,0,0.889627613105619
48,0,0.889852369778267
