from,to,weight
12,26,0
26,7,0
4,27,0
27,5,0
3,28,0
28,5,0
1,29,0
29,5,0
2,30,0
30,5,0
10,31,0
31,13,0
10,32,0
32,12,0
10,33,0
33,11,0
10,34,0
34,9,0
10,35,0
35,8,0
10,36,0
36,0,0
9,37,0
37,20,0
9,38,0
38,21,0
9,39,0
39,22,0
8,40,0
40,23,0
8,41,0
41,24,0
8,42,0
42,25,0
13,43,0
43,19,0
13,44,0
44,18,0
13,45,0
45,17,0
0,46,0
46,16,0
0,47,0
47,15,0
0,48,0
48,14,0
