from,to,weight
3,11,0
11,0,0
1,12,0
12,2,0
1,13,0
13,3,0
1,14,0
14,4,0
2,15,0
15,8,0
2,16,0
16,9,0
2,17,0
17,10,0
5,18,0
18,0,0
4,19,0
19,6,0
4,20,0
20,7,0
