from,to,weight
0,28,0
28,2,0
0,29,0
29,4,0
0,30,0
30,6,0
1,31,0
31,5,0
1,32,0
32,7,0
1,33,0
33,12,0
2,34,0
34,3,0
2,35,0
35,8,0
3,36,0
36,15,0
10,37,0
37,23,0
10,38,0
38,25,0
11,39,0
39,13,0
11,40,0
40,17,0
11,41,0
41,19,0
12,42,0
42,18,0
12,43,0
43,20,0
13,44,0
44,16,0
13,45,0
45,21,0
14,46,0
46,16,0
24,47,0
47,27,0
26,48,0
48,27,0
9,49,0
49,4,0
9,50,0
50,8,0
9,51,0
51,10,0
22,52,0
52,17,0
22,53,0
53,21,0
22,54,0
54,27,0
