id,mass,length
0,12.0107,0
1,12.0107,0
2,12.0107,0
3,12.0107,0
4,12.0107,0
5,12.0107,0
6,126.90447,0
7,126.90447,0
8,32.066,0
9,32.066,0
10,32.066,0
11,126.90447,0
12,1.00794,0
13,1.00794,0
14,1.00794,0
15,1.00794,0
16,1.00794,0
17,1.00794,0
18,1.00794,0
19,1.00794,0
20,1.00794,0
21,0,1.36947105847477
22,0,1.38519007360001
23,0,1.68246826418806
24,0,1.36978724625396
25,0,1.6938671405987
26,0,1.67436944847904
27,0,1.80470632236938
28,0,2.88763746166308
29,0,2.95263848786132
30,0,1.808806869182
31,0,1.80681907505981
32,0,0.980036274838845
33,0,0.980381813376809
34,0,0.979377506378414
35,0,0.979377628905214
36,0,0.981016890782212
37,0,0.97986568467316
38,0,0.978902063538534
39,0,0.980014459077008
40,0,0.97929577758714
