from,to,weight
0,21,0
21,1,0
0,22,0
22,2,0
0,23,0
23,8,0
1,24,0
24,2,0
1,25,0
25,9,0
2,26,0
26,10,0
3,27,0
27,8,0
6,28,0
28,11,0
6,29,0
29,7,0
5,30,0
30,10,0
4,31,0
31,9,0
4,32,0
32,14,0
4,33,0
33,15,0
4,34,0
34,16,0
3,35,0
35,13,0
5,36,0
36,17,0
5,37,0
37,18,0
5,38,0
38,20,0
3,39,0
39,12,0
3,40,0
40,19,0
